GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurredLosses,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserves2007,IncrementalPaid
78,Federated Mut Grp,2000,2003,4,21337,14172,2919,27444,0,27444,0,92391.12,5700.0
78,Federated Mut Grp,2000,2004,5,19398,15737,1223,27444,0,27444,0,92391.12,1565.0
78,Federated Mut Grp,2000,2005,6,21303,17897,1637,27444,0,27444,0,92391.12,2160.0
78,Federated Mut Grp,2000,2006,7,21926,19574,1227,27444,0,27444,0,92391.12,1677.0
78,Federated Mut Grp,2000,2007,8,22125,20019,1025,27444,0,27444,0,92391.12,445.0
78,Federated Mut Grp,2000,2008,9,22497,20418,844,27444,0,27444,0,92391.12,399.0
78,Federated Mut Grp,2000,2009,10,22279,21109,474,27444,0,27444,0,92391.12,691.0
78,Federated Mut Grp,2001,2001,1,25483,1863,18726,33356,0,33356,0,92391.12,1863.0
78,Federated Mut Grp,2001,2002,2,17440,5197,5696,33356,0,33356,0,92391.12,3334.0
78,Federated Mut Grp,2001,2003,3,15159,9739,1100,33356,0,33356,0,92391.12,4542.0
78,Federated Mut Grp,2001,2004,4,19358,11036,2880,33356,0,33356,0,92391.12,1297.0
78,Federated Mut Grp,2001,2005,5,18070,12092,2808,33356,0,33356,0,92391.12,1056.0
78,Federated Mut Grp,2001,2006,6,16784,12314,2184,33356,0,33356,0,92391.12,222.0
78,Federated Mut Grp,2001,2007,7,17222,13042,2059,33356,0,33356,0,92391.12,728.0
78,Federated Mut Grp,2001,2008,8,16931,14242,1302,33356,0,33356,0,92391.12,1200.0
78,Federated Mut Grp,2001,2009,9,16732,15063,658,33356,0,33356,0,92391.12,821.0
78,Federated Mut Grp,2001,2010,10,17080,15364,756,33356,0,33356,0,92391.12,301.0
78,Federated Mut Grp,2002,2002,1,31718,1991,23456,40039,0,40039,0,92391.12,1991.0
78,Federated Mut Grp,2002,2003,2,23098,5359,10239,40039,0,40039,0,92391.12,3368.0
78,Federated Mut Grp,2002,2004,3,22890,7788,5783,40039,0,40039,0,92391.12,2429.0
78,Federated Mut Grp,2002,2005,4,23946,9984,4775,40039,0,40039,0,92391.12,2196.0
78,Federated Mut Grp,2002,2006,5,22928,14952,3647,40039,0,40039,0,92391.12,4968.0
78,Federated Mut Grp,2002,2007,6,18570,16007,1410,40039,0,40039,0,92391.12,1055.0
78,Federated Mut Grp,2002,2008,7,18586,16092,1238,40039,0,40039,0,92391.12,85.0
78,Federated Mut Grp,2002,2009,8,17578,16166,800,40039,0,40039,0,92391.12,74.0
78,Federated Mut Grp,2002,2010,9,17209,16498,406,40039,0,40039,0,92391.12,332.0
78,Federated Mut Grp,2002,2011,10,17273,16589,441,40039,0,40039,0,92391.12,91.0
78,Federated Mut Grp,2003,2003,1,30199,1141,25158,43654,0,43654,0,92391.12,1141.0
78,Federated Mut Grp,2003,2004,2,18931,5236,8692,43654,0,43654,0,92391.12,4095.0
78,Federated Mut Grp,2003,2005,3,21322,7265,6078,43654,0,43654,0,92391.12,2029.0
78,Federated Mut Grp,2003,2006,4,18828,11738,3514,43654,0,43654,0,92391.12,4473.0
78,Federated Mut Grp,2003,2007,5,17325,12960,2392,43654,0,43654,0,92391.12,1222.0
78,Federated Mut Grp,2003,2008,6,15166,13353,1172,43654,0,43654,0,92391.12,393.0
78,Federated Mut Grp,2003,2009,7,14653,13706,687,43654,0,43654,0,92391.12,353.0
78,Federated Mut Grp,2003,2010,8,14737,13814,766,43654,0,43654,0,92391.12,108.0
78,Federated Mut Grp,2003,2011,9,14614,13917,401,43654,0,43654,0,92391.12,103.0
78,Federated Mut Grp,2003,2012,10,14341,13963,176,43654,0,43654,0,92391.12,46.0
78,Federated Mut Grp,2004,2004,1,34553,1301,28652,47172,0,47172,0,92391.12,1301.0
78,Federated Mut Grp,2004,2005,2,18184,2179,10218,47172,0,47172,0,92391.12,878.0
78,Federated Mut Grp,2004,2006,3,19278,5313,6003,47172,0,47172,0,92391.12,3134.0
78,Federated Mut Grp,2004,2007,4,19137,8166,4959,47172,0,47172,0,92391.12,2853.0
78,Federated Mut Grp,2004,2008,5,16913,10001,3101,47172,0,47172,0,92391.12,1835.0
78,Federated Mut Grp,2004,2009,6,14545,12102,1349,47172,0,47172,0,92391.12,2101.0
78,Federated Mut Grp,2004,2010,7,14509,12477,1141,47172,0,47172,0,92391.12,375.0
78,Federated Mut Grp,2004,2011,8,14181,13105,866,47172,0,47172,0,92391.12,628.0
78,Federated Mut Grp,2004,2012,9,13603,13143,302,47172,0,47172,0,92391.12,38.0
78,Federated Mut Grp,2004,2013,10,13378,13165,170,47172,0,47172,0,92391.12,22.0
78,Federated Mut Grp,2005,2005,1,29463,968,23689,48170,0,48170,0,92391.12,968.0
78,Federated Mut Grp,2005,2006,2,18809,3496,10227,48170,0,48170,0,92391.12,2528.0
78,Federated Mut Grp,2005,2007,3,14246,4853,4805,48170,0,48170,0,92391.12,1357.0
78,Federated Mut Grp,2005,2008,4,12459,6569,3184,48170,0,48170,0,92391.12,1716.0
78,Federated Mut Grp,2005,2009,5,11468,7533,2207,48170,0,48170,0,92391.12,964.0
78,Federated Mut Grp,2005,2010,6,10753,8549,1758,48170,0,48170,0,92391.12,1016.0
78,Federated Mut Grp,2005,2011,7,10701,8597,1680,48170,0,48170,0,92391.12,48.0
78,Federated Mut Grp,2005,2012,8,9820,8632,757,48170,0,48170,0,92391.12,35.0
78,Federated Mut Grp,2005,2013,9,9606,8699,640,48170,0,48170,0,92391.12,67.0
78,Federated Mut Grp,2005,2014,10,9352,8746,339,48170,0,48170,0,92391.12,47.0
78,Federated Mut Grp,2006,2006,1,25081,856,20075,46296,0,46296,0,92391.12,856.0
78,Federated Mut Grp,2006,2007,2,15159,2052,9709,46296,0,46296,0,92391.12,1196.0
78,Federated Mut Grp,2006,2008,3,12442,4259,4613,46296,0,46296,0,92391.12,2207.0
78,Federated Mut Grp,2006,2009,4,9806,5920,2449,46296,0,46296,0,92391.12,1661.0
78,Federated Mut Grp,2006,2010,5,10428,6743,2408,46296,0,46296,0,92391.12,823.0
78,Federated Mut Grp,2006,2011,6,10710,6828,2352,46296,0,46296,0,92391.12,85.0
78,Federated Mut Grp,2006,2012,7,10557,6958,1788,46296,0,46296,0,92391.12,130.0
78,Federated Mut Grp,2006,2013,8,8199,7316,795,46296,0,46296,0,92391.12,358.0
78,Federated Mut Grp,2006,2014,9,7763,7325,398,46296,0,46296,0,92391.12,9.0
78,Federated Mut Grp,2006,2015,10,7550,7327,202,46296,0,46296,0,92391.12,2.0
78,Federated Mut Grp,2007,2007,1,23380,1216,17464,43552,0,43552,0,92391.12,1216.0
78,Federated Mut Grp,2007,2008,2,18537,2450,10029,43552,0,43552,0,92391.12,1234.0
78,Federated Mut Grp,2007,2009,3,17977,4688,6035,43552,0,43552,0,92391.12,2238.0
78,Federated Mut Grp,2007,2010,4,18974,6620,4943,43552,0,43552,0,92391.12,1932.0
78,Federated Mut Grp,2007,2011,5,18037,10778,3532,43552,0,43552,0,92391.12,4158.0
78,Federated Mut Grp,2007,2012,6,16033,12078,2267,43552,0,43552,0,92391.12,1300.0
78,Federated Mut Grp,2007,2013,7,14219,12615,1161,43552,0,43552,0,92391.12,537.0
78,Federated Mut Grp,2007,2014,8,13381,12652,713,43552,0,43552,0,92391.12,37.0
78,Federated Mut Grp,2007,2015,9,13033,12653,376,43552,0,43552,0,92391.12,1.0
78,Federated Mut Grp,2007,2016,10,12813,12659,151,43552,0,43552,0,92391.12,6.0
5185,Grinnell Mut Grp,1998,1998,1,541,161,186,2365,44,2321,0,11633.816,161.0
5185,Grinnell Mut Grp,1998,1999,2,547,397,59,2365,44,2321,0,11633.816,236.0
5185,Grinnell Mut Grp,1998,2000,3,897,680,45,2365,44,2321,0,11633.816,283.0
5185,Grinnell Mut Grp,1998,2001,4,866,753,15,2365,44,2321,0,11633.816,73.0
5185,Grinnell Mut Grp,1998,2002,5,896,805,6,2365,44,2321,0,11633.816,52.0
5185,Grinnell Mut Grp,1998,2003,6,920,894,3,2365,44,2321,0,11633.816,89.0
5185,Grinnell Mut Grp,1998,2004,7,1173,1117,3,2365,44,2321,0,11633.816,223.0
5185,Grinnell Mut Grp,1998,2005,8,1196,1151,0,2365,44,2321,0,11633.816,34.0
5185,Grinnell Mut Grp,1998,2006,9,1314,1239,6,2365,44,2321,0,11633.816,88.0
5185,Grinnell Mut Grp,1998,2007,10,1324,1271,0,2365,44,2321,0,11633.816,32.0
5185,Grinnell Mut Grp,1999,1999,1,246,36,83,2398,42,2356,0,11633.816,36.0
5185,Grinnell Mut Grp,1999,2000,2,188,92,49,2398,42,2356,0,11633.816,56.0
5185,Grinnell Mut Grp,1999,2001,3,251,124,21,2398,42,2356,0,11633.816,32.0
5185,Grinnell Mut Grp,1999,2002,4,336,233,12,2398,42,2356,0,11633.816,109.0
5185,Grinnell Mut Grp,1999,2003,5,376,281,6,2398,42,2356,0,11633.816,48.0
5185,Grinnell Mut Grp,1999,2004,6,527,360,3,2398,42,2356,0,11633.816,79.0
5185,Grinnell Mut Grp,1999,2005,7,623,440,36,2398,42,2356,0,11633.816,80.0
5185,Grinnell Mut Grp,1999,2006,8,688,537,26,2398,42,2356,0,11633.816,97.0
5185,Grinnell Mut Grp,1999,2007,9,926,845,15,2398,42,2356,0,11633.816,308.0
5185,Grinnell Mut Grp,1999,2008,10,1009,969,0,2398,42,2356,0,11633.816,124.0
5185,Grinnell Mut Grp,2000,2000,1,767,173,362,2597,34,2563,0,11633.816,173.0
5185,Grinnell Mut Grp,2000,2001,2,632,406,171,2597,34,2563,0,11633.816,233.0
5185,Grinnell Mut Grp,2000,2002,3,716,624,45,2597,34,2563,0,11633.816,218.0
5185,Grinnell Mut Grp,2000,2003,4,723,637,42,2597,34,2563,0,11633.816,13.0
5185,Grinnell Mut Grp,2000,2004,5,716,644,13,2597,34,2563,0,11633.816,7.0
5185,Grinnell Mut Grp,2000,2005,6,765,654,43,2597,34,2563,0,11633.816,10.0
5185,Grinnell Mut Grp,2000,2006,7,921,674,108,2597,34,2563,0,11633.816,20.0
5185,Grinnell Mut Grp,2000,2007,8,845,730,65,2597,34,2563,0,11633.816,56.0
5185,Grinnell Mut Grp,2000,2008,9,912,761,15,2597,34,2563,0,11633.816,31.0
5185,Grinnell Mut Grp,2000,2009,10,1019,896,0,2597,34,2563,0,11633.816,135.0
5185,Grinnell Mut Grp,2001,2001,1,787,207,342,2910,44,2865,0,11633.816,207.0
5185,Grinnell Mut Grp,2001,2002,2,622,355,195,2910,44,2865,0,11633.816,148.0
5185,Grinnell Mut Grp,2001,2003,3,686,428,85,2910,44,2865,0,11633.816,73.0
5185,Grinnell Mut Grp,2001,2004,4,822,629,65,2910,44,2865,0,11633.816,201.0
5185,Grinnell Mut Grp,2001,2005,5,995,764,86,2910,44,2865,0,11633.816,135.0
5185,Grinnell Mut Grp,2001,2006,6,1238,833,236,2910,44,2865,0,11633.816,69.0
5185,Grinnell Mut Grp,2001,2007,7,1107,873,140,2910,44,2865,0,11633.816,40.0
5185,Grinnell Mut Grp,2001,2008,8,1113,937,55,2910,44,2865,0,11633.816,64.0
5185,Grinnell Mut Grp,2001,2009,9,1298,1045,15,2910,44,2865,0,11633.816,108.0
5185,Grinnell Mut Grp,2001,2010,10,1312,1261,0,2910,44,2865,0,11633.816,216.0
5185,Grinnell Mut Grp,2002,2002,1,602,113,295,3090,54,3037,0,11633.816,113.0
5185,Grinnell Mut Grp,2002,2003,2,1252,259,218,3090,54,3037,0,11633.816,146.0
5185,Grinnell Mut Grp,2002,2004,3,1367,974,117,3090,54,3037,0,11633.816,715.0
5185,Grinnell Mut Grp,2002,2005,4,1658,1123,207,3090,54,3037,0,11633.816,149.0
5185,Grinnell Mut Grp,2002,2006,5,1857,1318,340,3090,54,3037,0,11633.816,195.0
5185,Grinnell Mut Grp,2002,2007,6,1876,1405,225,3090,54,3037,0,11633.816,87.0
5185,Grinnell Mut Grp,2002,2008,7,1818,1597,120,3090,54,3037,0,11633.816,192.0
5185,Grinnell Mut Grp,2002,2009,8,1824,1623,105,3090,54,3037,0,11633.816,26.0
5185,Grinnell Mut Grp,2002,2010,9,1825,1720,0,3090,54,3037,0,11633.816,97.0
5185,Grinnell Mut Grp,2002,2011,10,2012,1935,0,3090,54,3037,0,11633.816,215.0
5185,Grinnell Mut Grp,2003,2003,1,863,206,436,3178,182,2996,0,11633.816,206.0
5185,Grinnell Mut Grp,2003,2004,2,934,316,352,3178,182,2996,0,11633.816,110.0
5185,Grinnell Mut Grp,2003,2005,3,1088,499,269,3178,182,2996,0,11633.816,183.0
5185,Grinnell Mut Grp,2003,2006,4,1654,693,485,3178,182,2996,0,11633.816,194.0
5185,Grinnell Mut Grp,2003,2007,5,1421,780,300,3178,182,2996,0,11633.816,87.0
5185,Grinnell Mut Grp,2003,2008,6,1351,964,145,3178,182,2996,0,11633.816,184.0
5185,Grinnell Mut Grp,2003,2009,7,1272,1017,120,3178,182,2996,0,11633.816,53.0
5185,Grinnell Mut Grp,2003,2010,8,1264,1078,55,3178,182,2996,0,11633.816,61.0
5185,Grinnell Mut Grp,2003,2011,9,1338,1207,0,3178,182,2996,0,11633.816,129.0
5185,Grinnell Mut Grp,2003,2012,10,1389,1317,0,3178,182,2996,0,11633.816,110.0
5185,Grinnell Mut Grp,2004,2004,1,1432,203,813,3636,98,3538,0,11633.816,203.0
5185,Grinnell Mut Grp,2004,2005,2,2062,539,774,3636,98,3538,0,11633.816,336.0
5185,Grinnell Mut Grp,2004,2006,3,3542,1385,1110,3636,98,3538,0,11633.816,846.0
5185,Grinnell Mut Grp,2004,2007,4,3832,2135,970,3636,98,3538,0,11633.816,750.0
5185,Grinnell Mut Grp,2004,2008,5,3240,2198,540,3636,98,3538,0,11633.816,63.0
5185,Grinnell Mut Grp,2004,2009,6,2788,2252,275,3636,98,3538,0,11633.816,54.0
5185,Grinnell Mut Grp,2004,2010,7,2772,2328,255,3636,98,3538,0,11633.816,76.0
5185,Grinnell Mut Grp,2004,2011,8,2536,2385,68,3636,98,3538,0,11633.816,57.0
5185,Grinnell Mut Grp,2004,2012,9,2419,2417,0,3636,98,3538,0,11633.816,32.0
5185,Grinnell Mut Grp,2004,2013,10,2437,2437,0,3636,98,3538,0,11633.816,20.0
5185,Grinnell Mut Grp,2005,2005,1,2525,221,1337,3904,118,3785,0,11633.816,221.0
5185,Grinnell Mut Grp,2005,2006,2,2765,535,1210,3904,118,3785,0,11633.816,314.0
5185,Grinnell Mut Grp,2005,2007,3,2272,829,810,3904,118,3785,0,11633.816,294.0
5185,Grinnell Mut Grp,2005,2008,4,2062,1068,490,3904,118,3785,0,11633.816,239.0
5185,Grinnell Mut Grp,2005,2009,5,1957,1275,345,3904,118,3785,0,11633.816,207.0
5185,Grinnell Mut Grp,2005,2010,6,1777,1336,195,3904,118,3785,0,11633.816,61.0
5185,Grinnell Mut Grp,2005,2011,7,1846,1415,130,3904,118,3785,0,11633.816,79.0
5185,Grinnell Mut Grp,2005,2012,8,1842,1597,53,3904,118,3785,0,11633.816,182.0
5185,Grinnell Mut Grp,2005,2013,9,1760,1630,0,3904,118,3785,0,11633.816,33.0
5185,Grinnell Mut Grp,2005,2014,10,1814,1814,0,3904,118,3785,0,11633.816,184.0
5185,Grinnell Mut Grp,2006,2006,1,3285,267,1720,4934,186,4748,0,11633.816,267.0
5185,Grinnell Mut Grp,2006,2007,2,3000,614,1470,4934,186,4748,0,11633.816,347.0
5185,Grinnell Mut Grp,2006,2008,3,2863,919,930,4934,186,4748,0,11633.816,305.0
5185,Grinnell Mut Grp,2006,2009,4,3372,1765,760,4934,186,4748,0,11633.816,846.0
5185,Grinnell Mut Grp,2006,2010,5,3825,2205,565,4934,186,4748,0,11633.816,440.0
5185,Grinnell Mut Grp,2006,2011,6,3753,2585,316,4934,186,4748,0,11633.816,380.0
5185,Grinnell Mut Grp,2006,2012,7,3306,2763,225,4934,186,4748,0,11633.816,178.0
5185,Grinnell Mut Grp,2006,2013,8,3422,2898,45,4934,186,4748,0,11633.816,135.0
5185,Grinnell Mut Grp,2006,2014,9,3319,3367,0,4934,186,4748,0,11633.816,469.0
5185,Grinnell Mut Grp,2007,2007,1,3634,258,1860,5612,198,5413,0,11633.816,258.0
5185,Grinnell Mut Grp,2007,2008,2,4801,756,2050,5612,198,5413,0,11633.816,498.0
5185,Grinnell Mut Grp,2007,2009,3,4830,1988,1620,5612,198,5413,0,11633.816,1232.0
5185,Grinnell Mut Grp,2007,2010,4,4166,2363,842,5612,198,5413,0,11633.816,375.0
5185,Grinnell Mut Grp,2007,2011,5,3711,2580,493,5612,198,5413,0,11633.816,217.0
5185,Grinnell Mut Grp,2007,2012,6,3283,2616,279,5612,198,5413,0,11633.816,36.0
5185,Grinnell Mut Grp,2007,2013,7,3049,2658,230,5612,198,5413,0,11633.816,42.0
5185,Grinnell Mut Grp,2007,2014,8,2830,2770,15,5612,198,5413,0,11633.816,112.0
5185,Grinnell Mut Grp,2007,2015,9,2782,2781,0,5612,198,5413,0,11633.816,11.0
5185,Grinnell Mut Grp,2007,2016,10,2912,2835,0,5612,198,5413,0,11633.816,54.0
14257,IMT Ins Co Mut,1998,1998,1,70,6,13,203,14,189,1,145.616,6.0
14257,IMT Ins Co Mut,1998,1999,2,99,19,20,203,14,189,1,145.616,13.0
14257,IMT Ins Co Mut,1998,2000,3,89,32,1,203,14,189,1,145.616,13.0
14257,IMT Ins Co Mut,1998,2001,4,47,45,2,203,14,189,1,145.616,13.0
14257,IMT Ins Co Mut,1999,1999,1,21,6,12,217,16,202,1,145.616,6.0
14257,IMT Ins Co Mut,1999,2000,2,28,16,2,217,16,202,1,145.616,10.0
14257,IMT Ins Co Mut,2000,2000,1,283,6,101,201,14,187,1,145.616,6.0
14257,IMT Ins Co Mut,2000,2002,3,188,10,10,201,14,187,1,145.616,5.0
14257,IMT Ins Co Mut,2000,2003,4,211,39,28,201,14,187,1,145.616,29.0
14257,IMT Ins Co Mut,2000,2004,5,190,181,10,201,14,187,1,145.616,142.0
14257,IMT Ins Co Mut,2000,2005,6,247,183,0,201,14,187,1,145.616,2.0
14257,IMT Ins Co Mut,2000,2006,7,214,214,0,201,14,187,1,145.616,31.0
14257,IMT Ins Co Mut,2001,2001,1,20,1,11,200,14,186,1,145.616,1.0
14257,IMT Ins Co Mut,2002,2002,1,199,6,69,259,19,240,1,145.616,6.0
14257,IMT Ins Co Mut,2002,2003,2,245,8,54,259,19,240,1,145.616,2.0
14257,IMT Ins Co Mut,2002,2004,3,289,215,21,259,19,240,1,145.616,207.0
14257,IMT Ins Co Mut,2002,2005,4,549,245,42,259,19,240,1,145.616,30.0
14257,IMT Ins Co Mut,2002,2006,5,639,588,42,259,19,240,1,145.616,343.0
14257,IMT Ins Co Mut,2002,2007,6,598,589,0,259,19,240,1,145.616,1.0
14257,IMT Ins Co Mut,2002,2008,7,600,600,0,259,19,240,1,145.616,11.0
14257,IMT Ins Co Mut,2003,2003,1,19,7,11,306,19,287,1,145.616,7.0
14257,IMT Ins Co Mut,2004,2004,1,137,26,59,448,28,420,1,145.616,26.0
14257,IMT Ins Co Mut,2004,2005,2,112,54,31,448,28,420,1,145.616,28.0
14257,IMT Ins Co Mut,2004,2006,3,116,65,15,448,28,420,1,145.616,11.0
14257,IMT Ins Co Mut,2004,2007,4,112,88,13,448,28,420,1,145.616,23.0
14257,IMT Ins Co Mut,2004,2008,5,93,93,0,448,28,420,1,145.616,5.0
14257,IMT Ins Co Mut,2005,2005,1,51,16,26,437,29,408,1,145.616,16.0
14257,IMT Ins Co Mut,2005,2008,4,38,17,3,437,29,408,1,145.616,1.0
14257,IMT Ins Co Mut,2005,2009,5,38,27,0,437,29,408,1,145.616,10.0
14257,IMT Ins Co Mut,2005,2010,6,34,34,0,437,29,408,1,145.616,7.0
14257,IMT Ins Co Mut,2006,2006,1,13,1,6,500,31,469,1,145.616,1.0
14257,IMT Ins Co Mut,2006,2007,2,48,16,13,500,31,469,1,145.616,15.0
14257,IMT Ins Co Mut,2006,2008,3,75,24,6,500,31,469,1,145.616,8.0
14257,IMT Ins Co Mut,2006,2009,4,114,89,1,500,31,469,1,145.616,65.0
14257,IMT Ins Co Mut,2006,2010,5,93,93,0,500,31,469,1,145.616,4.0
14257,IMT Ins Co Mut,2007,2007,1,52,3,29,474,15,459,1,145.616,3.0
14257,IMT Ins Co Mut,2007,2008,2,26,13,13,474,15,459,1,145.616,10.0
14257,IMT Ins Co Mut,2007,2009,3,15,14,1,474,15,459,1,145.616,1.0
14257,IMT Ins Co Mut,2007,2010,4,17,16,0,474,15,459,1,145.616,2.0
1066,Island Ins Cos Grp,1998,1999,2,57,15,22,998,28,970,0,6129.858,34.0
1066,Island Ins Cos Grp,1998,2000,3,248,61,173,998,28,970,0,6129.858,46.0
1066,Island Ins Cos Grp,1998,2001,4,210,82,68,998,28,970,0,6129.858,21.0
1066,Island Ins Cos Grp,1998,2002,5,215,182,0,998,28,970,0,6129.858,100.0
1066,Island Ins Cos Grp,1998,2003,6,204,187,0,998,28,970,0,6129.858,5.0
1066,Island Ins Cos Grp,1998,2004,7,300,200,100,998,28,970,0,6129.858,13.0
1066,Island Ins Cos Grp,1999,1999,1,873,11,761,874,18,856,0,6129.858,11.0
1066,Island Ins Cos Grp,1999,2000,2,134,27,26,874,18,856,0,6129.858,16.0
1066,Island Ins Cos Grp,1999,2001,3,138,101,0,874,18,856,0,6129.858,74.0
1066,Island Ins Cos Grp,1999,2002,4,548,237,60,874,18,856,0,6129.858,136.0
1066,Island Ins Cos Grp,1999,2003,5,648,395,0,874,18,856,0,6129.858,158.0
1066,Island Ins Cos Grp,1999,2004,6,1311,902,243,874,18,856,0,6129.858,507.0
1066,Island Ins Cos Grp,1999,2005,7,1279,1070,153,874,18,856,0,6129.858,168.0
1066,Island Ins Cos Grp,1999,2006,8,1192,1128,24,874,18,856,0,6129.858,58.0
1066,Island Ins Cos Grp,1999,2007,9,1377,1191,0,874,18,856,0,6129.858,63.0
1066,Island Ins Cos Grp,1999,2008,10,1943,1830,0,874,18,856,0,6129.858,639.0
1066,Island Ins Cos Grp,2000,2000,1,264,48,151,1006,23,983,0,6129.858,48.0
1066,Island Ins Cos Grp,2000,2001,2,658,540,90,1006,23,983,0,6129.858,492.0
1066,Island Ins Cos Grp,2000,2002,3,735,614,37,1006,23,983,0,6129.858,74.0
1066,Island Ins Cos Grp,2000,2003,4,1006,802,0,1006,23,983,0,6129.858,188.0
1066,Island Ins Cos Grp,2000,2004,5,1137,817,164,1006,23,983,0,6129.858,15.0
1066,Island Ins Cos Grp,2000,2005,6,1069,826,100,1006,23,983,0,6129.858,9.0
1066,Island Ins Cos Grp,2000,2006,7,845,827,19,1006,23,983,0,6129.858,1.0
1066,Island Ins Cos Grp,2000,2007,8,900,834,13,1006,23,983,0,6129.858,7.0
1066,Island Ins Cos Grp,2000,2008,9,1001,861,0,1006,23,983,0,6129.858,27.0
1066,Island Ins Cos Grp,2000,2009,10,1021,897,0,1006,23,983,0,6129.858,36.0
1066,Island Ins Cos Grp,2001,2001,1,767,202,492,1348,60,1288,0,6129.858,202.0
1066,Island Ins Cos Grp,2001,2002,2,501,351,32,1348,60,1288,0,6129.858,149.0
1066,Island Ins Cos Grp,2001,2003,3,577,444,0,1348,60,1288,0,6129.858,93.0
1066,Island Ins Cos Grp,2001,2004,4,1337,785,339,1348,60,1288,0,6129.858,341.0
1066,Island Ins Cos Grp,2001,2005,5,1259,970,241,1348,60,1288,0,6129.858,185.0
1066,Island Ins Cos Grp,2001,2006,6,1173,974,155,1348,60,1288,0,6129.858,4.0
1066,Island Ins Cos Grp,2001,2007,7,1077,1047,22,1348,60,1288,0,6129.858,73.0
1066,Island Ins Cos Grp,2001,2008,8,1052,1049,0,1348,60,1288,0,6129.858,2.0
1066,Island Ins Cos Grp,2002,2002,1,205,26,160,1603,27,1576,0,6129.858,26.0
1066,Island Ins Cos Grp,2002,2003,2,541,46,400,1603,27,1576,0,6129.858,20.0
1066,Island Ins Cos Grp,2002,2004,3,1090,160,683,1603,27,1576,0,6129.858,114.0
1066,Island Ins Cos Grp,2002,2005,4,924,443,226,1603,27,1576,0,6129.858,283.0
1066,Island Ins Cos Grp,2002,2006,5,816,709,58,1603,27,1576,0,6129.858,266.0
1066,Island Ins Cos Grp,2002,2007,6,1031,974,29,1603,27,1576,0,6129.858,265.0
1066,Island Ins Cos Grp,2002,2008,7,1061,1020,0,1603,27,1576,0,6129.858,46.0
1066,Island Ins Cos Grp,2002,2009,8,1246,1107,0,1603,27,1576,0,6129.858,87.0
1066,Island Ins Cos Grp,2002,2010,9,1539,1325,0,1603,27,1576,0,6129.858,218.0
1066,Island Ins Cos Grp,2003,2003,1,627,245,0,2063,90,1973,0,6129.858,245.0
1066,Island Ins Cos Grp,2003,2004,2,1234,408,381,2063,90,1973,0,6129.858,163.0
1066,Island Ins Cos Grp,2003,2005,3,1896,751,243,2063,90,1973,0,6129.858,343.0
1066,Island Ins Cos Grp,2003,2006,4,3311,936,467,2063,90,1973,0,6129.858,185.0
1066,Island Ins Cos Grp,2003,2007,5,3622,2500,188,2063,90,1973,0,6129.858,1564.0
1066,Island Ins Cos Grp,2003,2008,6,3587,3194,0,2063,90,1973,0,6129.858,694.0
1066,Island Ins Cos Grp,2003,2009,7,3742,3423,0,2063,90,1973,0,6129.858,229.0
1066,Island Ins Cos Grp,2003,2010,8,3646,3641,0,2063,90,1973,0,6129.858,218.0
1066,Island Ins Cos Grp,2003,2011,9,3698,3665,0,2063,90,1973,0,6129.858,24.0
1066,Island Ins Cos Grp,2003,2012,10,3778,3727,7,2063,90,1973,0,6129.858,62.0
1066,Island Ins Cos Grp,2004,2004,1,1137,85,714,2624,173,2450,0,6129.858,85.0
1066,Island Ins Cos Grp,2004,2005,2,940,205,407,2624,173,2450,0,6129.858,120.0
1066,Island Ins Cos Grp,2004,2006,3,954,572,127,2624,173,2450,0,6129.858,367.0
1066,Island Ins Cos Grp,2004,2007,4,1496,846,418,2624,173,2450,0,6129.858,274.0
1066,Island Ins Cos Grp,2004,2008,5,1513,1207,0,2624,173,2450,0,6129.858,361.0
1066,Island Ins Cos Grp,2004,2009,6,1541,1436,0,2624,173,2450,0,6129.858,229.0
1066,Island Ins Cos Grp,2004,2010,7,1518,1468,0,2624,173,2450,0,6129.858,32.0
1066,Island Ins Cos Grp,2004,2011,8,2037,1639,230,2624,173,2450,0,6129.858,171.0
1066,Island Ins Cos Grp,2004,2012,9,1853,1766,49,2624,173,2450,0,6129.858,127.0
1066,Island Ins Cos Grp,2004,2013,10,1909,1851,38,2624,173,2450,0,6129.858,85.0
1066,Island Ins Cos Grp,2005,2005,1,254,73,27,3017,152,2865,0,6129.858,73.0
1066,Island Ins Cos Grp,2005,2006,2,689,249,246,3017,152,2865,0,6129.858,176.0
1066,Island Ins Cos Grp,2005,2007,3,1732,553,597,3017,152,2865,0,6129.858,304.0
1066,Island Ins Cos Grp,2005,2008,4,1590,1012,450,3017,152,2865,0,6129.858,459.0
1066,Island Ins Cos Grp,2005,2009,5,1426,1244,109,3017,152,2865,0,6129.858,232.0
1066,Island Ins Cos Grp,2005,2010,6,1538,1303,131,3017,152,2865,0,6129.858,59.0
1066,Island Ins Cos Grp,2005,2011,7,2143,1491,349,3017,152,2865,0,6129.858,188.0
1066,Island Ins Cos Grp,2005,2012,8,2164,1591,77,3017,152,2865,0,6129.858,100.0
1066,Island Ins Cos Grp,2005,2013,9,2126,1964,60,3017,152,2865,0,6129.858,373.0
1066,Island Ins Cos Grp,2005,2014,10,2266,2110,39,3017,152,2865,0,6129.858,146.0
